--------- beginning of events
12-15 10:38:22.610   251   251 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
--------- beginning of system
12-15 10:38:28.884   254   254 I vold    : Vold 3.0 (the awakening) firing up
12-15 10:38:28.885   254   254 V vold    : Detected support for: exfat ext4 ntfs vfat
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /storage/usbotg
12-15 10:38:28.890   254   254 W Vold    : Tearing down stale mount /mnt/media_rw
12-15 10:38:29.201   254   264 V vold    : /system/bin/sgdisk
12-15 10:38:29.201   254   264 V vold    :     --android-dump
12-15 10:38:29.201   254   264 V vold    :     /dev/block/vold/disk:179_128
12-15 10:38:29.205   254   266 D vold    : e4crypt_init_user0
12-15 10:38:29.206   254   266 D vold    : e4crypt_prepare_user_storage for volume null, user 0, serial 0, flags 1
12-15 10:38:29.206   254   266 D vold    : Preparing: /data/system/users/0
12-15 10:38:29.208   254   266 D vold    : Preparing: /data/misc/profiles/cur/0
12-15 10:38:29.209   254   266 D vold    : Preparing: /data/misc/profiles/cur/0/foreign-dex
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/system_de/0
12-15 10:38:29.210   254   266 D vold    : Preparing: /data/misc_de/0
12-15 10:38:29.211   254   266 D vold    : Preparing: /data/user_de/0
12-15 10:38:29.213   254   266 D vold    : e4crypt_unlock_user_key 0 serial=0 token_present=0
12-15 10:38:29.526   254   264 V vold    : DISK gpt CBC83FD9-4235-4453-8D69-6B98D2518C8B
12-15 10:38:29.526   254   264 V vold    : 
12-15 10:38:29.527   254   264 V vold    : PART 1 EBD0A0A2-B9E5-4433-87C0-68B6B72699C7 6364D990-56C9-45B7-991C-554740580B3D Microsoft basic data
12-15 10:38:29.527   254   264 V vold    : 
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:3): avc: denied { read write } for comm="logd.daemon" name="mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:30.160   256   256 I auditd  : type=1400 audit(0.0:4): avc: denied { open } for comm="logd.daemon" path="/dev/block/mmcblk0p6" dev="tmpfs" ino=325 scontext=u:r:logd:s0 tcontext=u:object_r:block_device:s0 tclass=blk_file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:5): avc: denied { write } for comm="surfaceflinger" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:31.000   281   281 I auditd  : type=1400 audit(0.0:6): avc: denied { open } for comm="surfaceflinger" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:surfaceflinger:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:7): avc: denied { write } for comm="cameraserver" name="trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.220   295   295 I auditd  : type=1400 audit(0.0:8): avc: denied { open } for comm="cameraserver" path="/sys/kernel/debug/tracing/trace_marker" dev="debugfs" ino=1051 scontext=u:r:cameraserver:s0 tcontext=u:object_r:debugfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:9): avc: denied { read } for comm="nvram_daemon" name="boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.280   403   403 I auditd  : type=1400 audit(0.0:10): avc: denied { open } for comm="nvram_daemon" path="/sys/devices/virtual/BOOT/BOOT/boot/boot_mode" dev="sysfs" ino=117 scontext=u:r:nvram_daemon:s0 tcontext=u:object_r:sysfs:s0 tclass=file permissive=1
12-15 10:38:32.625   294   294 I liblog  : 196
12-15 10:38:32.716   294   415 I liblog  : 115
12-15 10:38:33.070   293   293 I boot_progress_start: 12853
12-15 10:39:32.465   488   502 I RILC-MTK: RIL_CMD_PROXY_3 sleep
12-15 10:39:32.465   488   506 I RILC-MTK: RIL_ATCI_PROXY sleep
12-15 10:39:32.465   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 sleep
12-15 10:39:32.465   488   503 I RILC-MTK: RIL_CMD_PROXY_2 sleep
12-15 10:39:32.465   488   505 I RILC-MTK: RIL_CMD_PROXY_4 sleep
12-15 10:39:32.465   488   504 D RILC-MTK: proxy id:3, proxyName: RIL_CMD_PROXY_1
12-15 10:39:32.465   488   501 I RILC-MTK: RIL_URC_PROXY sleep
12-15 10:39:32.465   488   504 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd4200 p=0xb5bb1188 execute on RIL_CMD_PROXY_1 using channel 3
12-15 10:39:32.465   488   504 D RILC    : callOnRequest for new vendor ril
12-15 10:39:32.465   488   504 D RIL     : onRequest: GSM_SET_BROADCAST_SMS_CONFIG, datalen = 4
12-15 10:39:32.465   488   504 D RIL     : radioState:10
12-15 10:39:32.465   488   504 D RIL     : requestGSMSetBroadcastSMSConfigEx
12-15 10:39:32.465   488   504 D AT      : AT send on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.465   488   504 D AT      : AT> AT+CSCB?
12-15 10:39:32.465   488   504 I AT      : AT write start
12-15 10:39:32.466   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:32.466   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:32.466   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:32.466   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 9
12-15 10:39:32.468  3069  3099 I BugleBackup: Registering preference change listener for "buglesub_1".
12-15 10:39:32.474   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:101
12-15 10:39:32.474   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 101 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.474   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 101/101 bytes of frame to /dev/pts/5
12-15 10:39:32.474   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.474   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:32.474   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.474   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:32.474   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.474   488   519 I AT      : AT read end: 107
12-15 10:39:32.474   488   519 D AT      : AT< +CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.474   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:+CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.474   488   519 D AT      : AT< OK
12-15 10:39:32.475   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:OK
12-15 10:39:32.475   488   519 I AT      : AT read start
12-15 10:39:32.475   488   504 D AT      : response received on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.475   488   504 E RIL     : Should not set CB info when CB is disabled
12-15 10:39:32.475   488   504 D RIL     : here we go to error setBroadcastEx
12-15 10:39:32.475   488   504 D RILC    : RequestComplete, RIL_SOCKET_1
12-15 10:39:32.475   488   504 E RILC    : Send Response to RIL_SOCKET_1
12-15 10:39:32.475   488   504 D RILC-MTK: proxyLoop free  pRI=0xb5bd4200 p=0xb5bb1188 
12-15 10:39:32.475   488   504 D RILC-MTK: proxyLoop free  pRequest=0xb65fe4d0
12-15 10:39:32.475   488   504 I RILC-MTK: RIL_CMD_PROXY_1 sleep
12-15 10:39:32.475  1111  1178 D RilRequest: [3834]< RIL_REQUEST_GSM_SET_BROADCAST_CONFIG error: com.android.internal.telephony.CommandException: GENERIC_FAILURE ret=
12-15 10:39:32.476  1111  1268 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Failed to add GSM cell broadcast subscription for MID range 4373 to 4378 from client com.android.cellbroadcastreceiver
12-15 10:39:32.485  1111  1199 D PhoneFactory: SMS Prompt option:false
12-15 10:39:32.490  1111  1124 D SubscriptionController: [getPhoneId] asked for default subId=1
12-15 10:39:32.500  3069  3069 I Bugle   : Carrier config changed. Reloading MMS config.
12-15 10:39:32.504  1111  1272 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Calling setGsmBroadcastConfig with 1 configurations
12-15 10:39:32.505  1111  1272 D RILJ    : [3835]> RIL_REQUEST_GSM_SET_BROADCAST_CONFIG with 1 configs :  [SUB0]
12-15 10:39:32.505  1111  1272 D RILJ    : SmsBroadcastConfigInfo: Id [4379,4379] Code [0,255] ENABLED [SUB0]
12-15 10:39:32.506   488   513 D RILC    : SOCKET RIL_SOCKET_1 REQUEST: GSM_SET_BROADCAST_SMS_CONFIG length:32
12-15 10:39:32.506   488   513 I RILC-MTK: create request 90: pRequest=0xb65fe4e0, pRI=0xb5bd4060, p=0xb5bb11c0, pUCI=0x0
12-15 10:39:32.506   488   513 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd4060 p=0xb5bb11c0 dispatched to RIL_CMD_PROXY_1
12-15 10:39:32.506   488   503 I RILC-MTK: RIL_CMD_PROXY_2 wakeup
12-15 10:39:32.506   488   504 I RILC-MTK: RIL_CMD_PROXY_1 wakeup
12-15 10:39:32.506   488   503 I RILC-MTK: RIL_CMD_PROXY_2 sleep
12-15 10:39:32.506   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 wakeup
12-15 10:39:32.506   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 sleep
12-15 10:39:32.507   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 wakeup
12-15 10:39:32.507   488   506 I RILC-MTK: RIL_ATCI_PROXY wakeup
12-15 10:39:32.507   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 wakeup
12-15 10:39:32.507   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 sleep
12-15 10:39:32.507   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 wakeup
12-15 10:39:32.507   488   502 I RILC-MTK: RIL_CMD_PROXY_3 wakeup
12-15 10:39:32.507   488   504 D RILC-MTK: proxy id:3, proxyName: RIL_CMD_PROXY_1
12-15 10:39:32.507   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 sleep
12-15 10:39:32.507   488   504 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd4060 p=0xb5bb11c0 execute on RIL_CMD_PROXY_1 using channel 3
12-15 10:39:32.507   488   505 I RILC-MTK: RIL_CMD_PROXY_4 wakeup
12-15 10:39:32.507   488   504 D RILC    : callOnRequest for new vendor ril
12-15 10:39:32.507   488   505 I RILC-MTK: RIL_CMD_PROXY_4 sleep
12-15 10:39:32.507   488   504 D RIL     : onRequest: GSM_SET_BROADCAST_SMS_CONFIG, datalen = 4
12-15 10:39:32.507   488   501 I RILC-MTK: RIL_URC_PROXY wakeup
12-15 10:39:32.507   488   504 D RIL     : radioState:10
12-15 10:39:32.507   488   501 I RILC-MTK: RIL_URC_PROXY sleep
12-15 10:39:32.507   488   504 D RIL     : requestGSMSetBroadcastSMSConfigEx
12-15 10:39:32.507   488   504 D AT      : AT send on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.507   488   504 D AT      : AT> AT+CSCB?
12-15 10:39:32.507   488   504 I AT      : AT write start
12-15 10:39:32.507   488   507 I RILC-MTK: RIL_URC2_PROXY wakeup
12-15 10:39:32.507   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 sleep
12-15 10:39:32.507   488   506 I RILC-MTK: RIL_ATCI_PROXY sleep
12-15 10:39:32.507   488   512 I RILC-MTK: RIL_ATCI2_PROXY wakeup
12-15 10:39:32.507   488   507 I RILC-MTK: RIL_URC2_PROXY sleep
12-15 10:39:32.507   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:32.507   488   502 I RILC-MTK: RIL_CMD_PROXY_3 sleep
12-15 10:39:32.507   488   512 I RILC-MTK: RIL_ATCI2_PROXY sleep
12-15 10:39:32.507   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:32.508   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:32.508   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 9
12-15 10:39:32.510  1111  1271 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1, iccId=897011102002893261 simSlotIndex=0 displayName=YOTA carrierName=YOTA nameSource=0 iconTint=-16746133 dataRoaming=0 iconBitmap=android.graphics.Bitmap@3575547 mcc 250 mnc 11 userNwMode=9}
12-15 10:39:32.515   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:101
12-15 10:39:32.515   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 101 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.516   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 101/101 bytes of frame to /dev/pts/5
12-15 10:39:32.516   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.516   488   519 I AT      : AT read end: 101
12-15 10:39:32.516   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:32.516   488   519 D AT      : AT< +CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.516   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.516   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:+CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.516   488   519 I AT      : AT read start
12-15 10:39:32.516   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:32.516   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.516   488   519 I AT      : AT read end: 6
12-15 10:39:32.516   488   519 D AT      : AT< OK
12-15 10:39:32.517   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:OK
12-15 10:39:32.517   488   519 I AT      : AT read start
12-15 10:39:32.517   488   504 D AT      : response received on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.517   488   504 E RIL     : Should not set CB info when CB is disabled
12-15 10:39:32.517   488   504 D RIL     : here we go to error setBroadcastEx
12-15 10:39:32.517   488   504 D RILC    : RequestComplete, RIL_SOCKET_1
12-15 10:39:32.517   488   504 E RILC    : Send Response to RIL_SOCKET_1
12-15 10:39:32.517   488   504 D RILC-MTK: proxyLoop free  pRI=0xb5bd4060 p=0xb5bb11c0 
12-15 10:39:32.517   488   504 D RILC-MTK: proxyLoop free  pRequest=0xb65fe4e0
12-15 10:39:32.517   488   504 I RILC-MTK: RIL_CMD_PROXY_1 sleep
12-15 10:39:32.518  1111  1178 D RilRequest: [3835]< RIL_REQUEST_GSM_SET_BROADCAST_CONFIG error: com.android.internal.telephony.CommandException: GENERIC_FAILURE ret=
12-15 10:39:32.518  1111  1272 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Failed to add GSM cell broadcast subscription for MID range 4379 to 4379 from client com.android.cellbroadcastreceiver
12-15 10:39:32.526  3069  3069 I BugleRcs: RcsAvailability updated: RCS is disabled for this carrier by Google
12-15 10:39:32.526  3069  3069 I BugleRcs: Broadcast disable RCS for availability (2)
12-15 10:39:32.535  1111  1199 D PhoneFactory: SMS Prompt option:false
12-15 10:39:32.536  3069  3104 I BugleDataModel: Fixup: Send failed - 0 Download failed - 0
12-15 10:39:32.553  1111  1271 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Failed to remove GSM cell broadcast subscription for MID range 4380 to 4382 from client com.android.cellbroadcastreceiver
12-15 10:39:32.567  1111  1268 D PhoneFactory: SMS Prompt option:false
12-15 10:39:32.568  1111  1123 D SubscriptionController: [getActiveSubscriptionInfo]+ subId=1 subInfo={id=1, iccId=897011102002893261 simSlotIndex=0 displayName=YOTA carrierName=YOTA nameSource=0 iconTint=-16746133 dataRoaming=0 iconBitmap=android.graphics.Bitmap@a0e9712 mcc 250 mnc 11 userNwMode=9}
12-15 10:39:32.583  1111  1198 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Calling setGsmBroadcastConfig with 1 configurations
12-15 10:39:32.583  1111  1198 D RILJ    : [3836]> RIL_REQUEST_GSM_SET_BROADCAST_CONFIG with 1 configs :  [SUB0]
12-15 10:39:32.583  1111  1198 D RILJ    : SmsBroadcastConfigInfo: Id [4383,4383] Code [0,255] ENABLED [SUB0]
12-15 10:39:32.585   488   513 D RILC    : SOCKET RIL_SOCKET_1 REQUEST: GSM_SET_BROADCAST_SMS_CONFIG length:32
12-15 10:39:32.585   488   513 I RILC-MTK: create request 90: pRequest=0xb65fe550, pRI=0xb5bd4100, p=0xb5bb1380, pUCI=0x0
12-15 10:39:32.585   488   513 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd4100 p=0xb5bb1380 dispatched to RIL_CMD_PROXY_1
12-15 10:39:32.585   488   512 I RILC-MTK: RIL_ATCI2_PROXY wakeup
12-15 10:39:32.585   488   506 I RILC-MTK: RIL_ATCI_PROXY wakeup
12-15 10:39:32.585   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 wakeup
12-15 10:39:32.586   488   512 I RILC-MTK: RIL_ATCI2_PROXY sleep
12-15 10:39:32.586   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 wakeup
12-15 10:39:32.586   488   504 I RILC-MTK: RIL_CMD_PROXY_1 wakeup
12-15 10:39:32.586   488   502 I RILC-MTK: RIL_CMD_PROXY_3 wakeup
12-15 10:39:32.586   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 sleep
12-15 10:39:32.586   488   505 I RILC-MTK: RIL_CMD_PROXY_4 wakeup
12-15 10:39:32.586   488   505 I RILC-MTK: RIL_CMD_PROXY_4 sleep
12-15 10:39:32.586   488   501 I RILC-MTK: RIL_URC_PROXY wakeup
12-15 10:39:32.586   488   501 I RILC-MTK: RIL_URC_PROXY sleep
12-15 10:39:32.586   488   509 I RILC-MTK: RIL_CMD2_PROXY_2 sleep
12-15 10:39:32.586   488   507 I RILC-MTK: RIL_URC2_PROXY wakeup
12-15 10:39:32.586   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 wakeup
12-15 10:39:32.586   488   502 I RILC-MTK: RIL_CMD_PROXY_3 sleep
12-15 10:39:32.586   488   504 D RILC-MTK: proxy id:3, proxyName: RIL_CMD_PROXY_1
12-15 10:39:32.586   488   504 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd4100 p=0xb5bb1380 execute on RIL_CMD_PROXY_1 using channel 3
12-15 10:39:32.586   488   504 D RILC    : callOnRequest for new vendor ril
12-15 10:39:32.586  3069  3104 I BugleDataModel: ProcessPendingMessagesAction: process from ProcessPendingMessagesAction due to scheduled processing with 0 earliest sending messages and 0 earliest downloading messages
12-15 10:39:32.586   488   504 D RIL     : onRequest: GSM_SET_BROADCAST_SMS_CONFIG, datalen = 4
12-15 10:39:32.587   488   504 D RIL     : radioState:10
12-15 10:39:32.587   488   504 D RIL     : requestGSMSetBroadcastSMSConfigEx
12-15 10:39:32.587   488   504 D AT      : AT send on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.587   488   504 D AT      : AT> AT+CSCB?
12-15 10:39:32.587   488   504 I AT      : AT write start
12-15 10:39:32.587   488   506 I RILC-MTK: RIL_ATCI_PROXY sleep
12-15 10:39:32.587   424   480 D RILMUXD : [gsm0710muxd] 3614:poll_thread(): poll_thread select found
12-15 10:39:32.587   424   480 D RILMUXD : [gsm0710muxd] 1045:pseudo_device_read(): Enter, LackofAtciChannel=0
12-15 10:39:32.587   424   480 D RILMUXD : [gsm0710muxd] 657:write_frame(): Sending frame to channel 5
12-15 10:39:32.587   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 wakeup
12-15 10:39:32.587   424   480 D RILMUXD : [gsm0710muxd] 766:write_frame(): Write a frame on channel 5 with length 9
12-15 10:39:32.587   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 sleep
12-15 10:39:32.587   488   503 I RILC-MTK: RIL_CMD_PROXY_2 wakeup
12-15 10:39:32.587   488   507 I RILC-MTK: RIL_URC2_PROXY sleep
12-15 10:39:32.587   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 sleep
12-15 10:39:32.588   488   503 I RILC-MTK: RIL_CMD_PROXY_2 sleep
12-15 10:39:32.594  3069  3101 W Bugle   : canonicalizeMccMnc: invalid mccmnc:null ,null
12-15 10:39:32.595   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:101
12-15 10:39:32.595   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 101 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.595   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 101/101 bytes of frame to /dev/pts/5
12-15 10:39:32.595   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.595   424   474 D RILMUXD : [gsm0710muxd] 1643:gsm0710_base_buffer_get_frame(): Get a complete frame. ch:5, ctrl:239, len:6
12-15 10:39:32.595   488   519 I AT      : AT read end: 101
12-15 10:39:32.595   488   519 D AT      : AT< +CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.595   424   474 D RILMUXD : [gsm0710muxd] 2383:extract_frames(): Writing 6 byte frame received on channel 5 to /dev/pts/5
12-15 10:39:32.595   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:+CSCB: 1,"4352-4356,4370-4383,4393-4395","0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,32,33,34,35,36,15",1
12-15 10:39:32.595   488   519 I AT      : AT read start
12-15 10:39:32.595   424   474 D RILMUXD : [gsm0710muxd] 2403:extract_frames(): write() returned. Written 6/6 bytes of frame to /dev/pts/5
12-15 10:39:32.596   424   474 D RILMUXD : [gsm0710muxd] 2408:extract_frames(): fsync() failed (-1, 22 - Invalid argument)
12-15 10:39:32.596   488   519 I AT      : AT read end: 6
12-15 10:39:32.596   488   519 D AT      : AT< OK
12-15 10:39:32.596   488   519 D AT      : RIL_CMD_READER_3 Enter processLine:OK
12-15 10:39:32.596   488   519 I AT      : AT read start
12-15 10:39:32.596   488   504 D AT      : response received on RIL_CMD_READER_3, tid:3043510560
12-15 10:39:32.596   488   504 E RIL     : Should not set CB info when CB is disabled
12-15 10:39:32.596   488   504 D RIL     : here we go to error setBroadcastEx
12-15 10:39:32.596   488   504 D RILC    : RequestComplete, RIL_SOCKET_1
12-15 10:39:32.596   488   504 E RILC    : Send Response to RIL_SOCKET_1
12-15 10:39:32.596   488   504 D RILC-MTK: proxyLoop free  pRI=0xb5bd4100 p=0xb5bb1380 
12-15 10:39:32.596   488   504 D RILC-MTK: proxyLoop free  pRequest=0xb65fe550
12-15 10:39:32.596   488   504 I RILC-MTK: RIL_CMD_PROXY_1 sleep
12-15 10:39:32.597  1111  1178 D RilRequest: [3836]< RIL_REQUEST_GSM_SET_BROADCAST_CONFIG error: com.android.internal.telephony.CommandException: GENERIC_FAILURE ret=
12-15 10:39:32.598  1111  1198 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Failed to add GSM cell broadcast subscription for MID range 4383 to 4383 from client com.android.cellbroadcastreceiver
12-15 10:39:32.617  1111  1124 D PhoneFactory: SMS Prompt option:false
12-15 10:39:32.623   300  2953 I WVCdm   : CdmEngine::OpenSession
12-15 10:39:32.623   300  2953 I WVCdm   : Level3 Library Jun 15 2015 14:09:24
12-15 10:39:32.623  1111  1199 D PhoneFactory: SMS Prompt option:false
12-15 10:39:32.629   300  2953 W WVCdm   : Could not read /data/mediadrm/IDM1013/ay64.dat2: No such file or directory
12-15 10:39:32.631   300  2953 W WVCdm   : Could not load liboemcrypto.so. Falling back to L3.  dlopen failed: library "liboemcrypto.so" not found
12-15 10:39:32.640   300  2953 I WVCdm   : CdmEngine::QueryKeyControlInfo
12-15 10:39:32.641  1111  1271 D IccSmsInterfaceManager: [IccSmsInterfaceManager] Calling setGsmBroadcastConfig with 1 configurations
12-15 10:39:32.641  1111  1271 D RILJ    : [3837]> RIL_REQUEST_GSM_SET_BROADCAST_CONFIG with 1 configs :  [SUB0]
12-15 10:39:32.641  1111  1271 D RILJ    : SmsBroadcastConfigInfo: Id [4384,4385] Code [0,255] ENABLED [SUB0]
12-15 10:39:32.642   488   513 D RILC    : SOCKET RIL_SOCKET_1 REQUEST: GSM_SET_BROADCAST_SMS_CONFIG length:32
12-15 10:39:32.643   488   513 I RILC-MTK: create request 90: pRequest=0xb65fe560, pRI=0xb5bd42a0, p=0xb5bb1428, pUCI=0x0
12-15 10:39:32.643   488   513 D RILC-MTK: GSM_SET_BROADCAST_SMS_CONFIG pRI=0xb5bd42a0 p=0xb5bb1428 dispatched to RIL_CMD_PROXY_1
12-15 10:39:32.643   488   506 I RILC-MTK: RIL_ATCI_PROXY wakeup
12-15 10:39:32.643   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 wakeup
12-15 10:39:32.643   488   512 I RILC-MTK: RIL_ATCI2_PROXY wakeup
12-15 10:39:32.643   488   506 I RILC-MTK: RIL_ATCI_PROXY sleep
12-15 10:39:32.643   488   507 I RILC-MTK: RIL_URC2_PROXY wakeup
12-15 10:39:32.643   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 wakeup
12-15 10:39:32.643   488   501 I RILC-MTK: RIL_URC_PROXY wakeup
12-15 10:39:32.643   488   508 I RILC-MTK: RIL_CMD2_PROXY_3 sleep
12-15 10:39:32.643   488   505 I RILC-MTK: RIL_CMD_PROXY_4 wakeup
12-15 10:39:32.643   488   502 I RILC-MTK: RIL_CMD_PROXY_3 wakeup
12-15 10:39:32.643   488   505 I RILC-MTK: RIL_CMD_PROXY_4 sleep
12-15 10:39:32.643   488   511 I RILC-MTK: RIL_CMD2_PROXY_4 wakeup
12-15 10:39:32.643   488   507 I RILC-MTK: RIL_URC2_PROXY sleep
12-15 10:39:32.643   488   510 I RILC-MTK: RIL_CMD2_PROXY_1 sleep
